"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","region","education","urban","trust_eu","trust_nat","trust_loc","sex","age_mean","concealing","tolerating","adjusting","trust_index","extraversion","conscientiousness","neuroticism","openness","agreeableness","soc_trust","ideology","salience"
9987695,6,6,4,2,6,2,6,1,4,4,2,3,4,3,3,4,3,3,2,2,4,2,2,3,2,2,3,3,2,2,42,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",6,6,5,"Female",3.06584,18,18,15,17,11,10,5,9,7,6,0,3
9990079,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,56,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,0,2,"Male",-10.93416,39,25,30,2,7,7,7,7,7,5,5,2
9992595,3,3,4,1,4,3,4,5,5,4,4,3,4,3,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,64,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,6,8,"Male",-18.93416,29,20,21,18,7,6,3,7,8,7,8,3
10002092,3,4,5,2,2,4,3,3,4,6,3,3,3,4,3,4,4,3,4,3,4,4,4,4,4,2,4,3,3,3,55,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",4,8,7,"Male",-9.9341602,27,19,20,19,6,9,5,3,6,4,8,2
10025553,4,4,4,4,5,5,5,5,4,2,4,4,4,3,3,4,4,4,2,3,4,4,4,4,4,3,4,4,3,4,47,"Nordjylland","Lang videregående uddannelse 5 år eller mere","Bymæssig bebyggelse under 10.000 indbyggere",2,2,2,"Female",-1.93416,28,20,21,6,6,6,7,10,8,3,NA,4
10044096,4,3,7,1,1,4,4,1,1,1,2,1,1,3,1,3,2,1,5,2,3,1,4,1,3,1,4,1,1,1,53,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",0,0,0,"Female",-7.9341602,19,12,9,0,7,13,7,7,8,8,NA,1
10063795,7,1,7,6,5,1,6,1,6,1,4,2,5,5,4,5,5,5,4,1,5,5,2,5,1,4,5,4,5,5,58,"Syddanmark","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,2,4,"Female",-12.93416,25,25,26,6,13,13,7,11,12,8,2,3
10245307,4,2,6,3,7,2,4,2,4,2,5,2,3,3,3,1,5,4,1,4,2,4,1,2,4,4,5,2,4,5,58,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",1,0,6,"Female",-12.93416,25,13,22,7,9,11,6,12,9,7,6,3
10296260,5,1,5,5,5,7,4,1,1,1,1,3,3,1,5,5,1,3,3,1,5,1,1,1,4,1,5,5,1,2,65,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,0,0,"Female",-19.93416,22,19,8,0,5,11,11,11,10,2,10,2
10343650,5,5,6,2,5,4,4,2,4,2,5,4,4,4,3,2,4,2,5,4,4,4,5,2,4,3,3,3,4,4,57,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",4,8,9,"Male",-11.93416,33,15,23,21,8,11,5,10,6,4,7,3
10371576,4,3,4,4,5,3,5,2,5,4,2,3,3,2,3,3,2,3,3,3,4,3,3,2,3,3,4,3,4,3,63,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,5,5,"Female",-17.93416,23,16,17,14,8,9,6,8,9,7,4,3
10387500,2,4,4,3,3,6,5,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,49,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",0,2,NA,"Male",-3.93416,24,15,18,NA,3,8,8,5,8,7,8,3
10440926,5,5,4,4,5,5,5,3,4,1,3,2,4,2,4,3,2,4,3,2,4,2,4,2,2,3,4,4,2,1,45,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",1,2,3,"Male",0.065839998,23,17,13,6,7,8,7,11,7,7,3,4
10481269,4,5,5,4,5,5,5,5,6,6,4,3,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,21,"Nordjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,6,6,"Male",24.06584,25,19,19,15,6,7,5,6,7,7,6,4
10565040,4,4,6,2,6,3,4,2,6,4,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,4,3,4,4,61,"Nordjylland","Kort videregående uddannelse under 3 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,6,6,"Male",-15.93416,25,16,20,17,8,11,3,9,7,8,5,2
10589841,4,3,3,3,4,1,7,3,3,1,1,1,5,3,1,5,5,5,1,1,5,5,1,5,1,5,5,1,5,1,48,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",6,8,6,"Female",-2.93416,8,25,24,20,10,7,7,10,11,9,4,4
10635932,4,3,6,6,4,4,4,3,6,6,4,4,3,3,2,3,4,3,5,4,4,4,3,2,4,4,3,3,4,4,46,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,7,5,"Male",-0.93415999,29,15,23,15,7,10,7,5,8,3,7,2
10662447,4,3,4,2,4,4,4,2,4,2,3,2,4,3,4,3,3,2,3,2,5,4,3,3,3,3,3,3,3,2,49,"Midtjylland","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",1,6,4,"Male",-3.93416,23,18,18,11,7,9,5,9,8,5,6,5
10714430,5,7,6,2,5,1,7,1,4,4,1,3,3,3,4,3,1,3,2,1,5,2,2,3,3,2,4,3,2,1,59,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",8,8,8,"Female",-13.93416,17,18,13,24,11,12,5,8,7,5,8,5
10746061,5,2,6,4,6,4,5,2,7,4,4,3,4,4,4,4,4,2,3,4,4,5,2,2,4,4,3,3,5,2,31,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",5,5,5,"Male",14.06584,26,17,25,15,8,11,4,9,10,8,7,5
10767882,4,5,5,3,5,3,5,3,5,5,2,4,4,4,2,4,4,4,2,2,4,4,2,4,3,3,4,2,4,4,56,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",7,7,7,"Male",-10.93416,19,20,23,21,8,9,5,7,7,7,7,4
10780325,5,1,4,2,3,4,4,2,3,2,5,2,2,3,3,2,3,3,5,4,4,3,4,2,4,3,4,3,3,3,52,"Midtjylland","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,5,"Female",-6.9341602,31,14,17,15,8,9,6,8,10,7,NA,1
10786963,5,5,6,3,4,2,5,2,3,4,3,2,2,2,3,2,1,1,2,3,4,1,3,2,2,1,3,4,4,1,51,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",0,5,7,"Female",-5.9341602,21,13,11,12,10,11,7,7,7,7,8,3
10788823,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",10,10,10,"Male",-6.9341602,40,25,30,30,7,7,7,7,7,10,10,5
10805700,3,3,5,6,4,4,3,1,4,5,5,2,1,4,5,3,4,3,3,3,4,4,3,1,4,2,3,4,1,4,66,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",2,7,6,"Female",-20.93416,31,12,17,15,6,11,9,6,7,8,5,2
10821756,2,3,3,4,4,4,4,3,3,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,25,"Nordjylland","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,3,4,"Male",20.06584,18,15,14,11,5,7,8,8,8,3,3,3
10828236,5,4,6,3,3,5,5,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,0,0,"Male",24.06584,25,15,18,0,7,10,5,5,8,5,3,4
10847981,4,5,3,4,5,3,6,4,5,2,5,5,5,5,4,4,5,4,3,2,4,5,5,5,4,2,5,2,5,5,47,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Udenfor bymæssig bebyggelse – landområde",0,3,6,"Male",-1.93416,30,23,27,9,8,6,6,10,8,8,10,3
10849048,5,5,6,2,6,2,6,3,6,5,4,4,4,4,2,4,4,3,3,3,4,4,3,3,3,4,4,3,4,3,48,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",2,7,8,"Male",-2.93416,24,19,24,17,10,10,3,8,8,7,5,3
10880751,3,4,7,3,6,5,6,1,6,4,4,5,4,5,4,4,4,4,5,3,4,4,4,2,5,3,4,5,5,4,25,"Midtjylland","Lang videregående uddannelse 5 år eller mere","Bymæssig bebyggelse 50.000-100.000 indbyggere",5,5,5,"Male",20.06584,34,18,26,15,5,13,4,9,9,6,8,3
10911344,5,7,5,2,6,2,4,4,4,3,4,4,4,5,2,4,4,3,4,4,4,4,4,4,3,5,2,2,4,4,48,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",0,0,0,"Male",-2.93416,27,18,26,0,10,8,5,10,4,4,2,4
10954615,5,5,5,6,6,3,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,"Nordjylland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",2,1,1,"Male",22.06584,24,15,18,4,9,8,8,9,5,5,8,4
10957901,4,4,6,4,4,5,5,2,5,3,5,3,1,2,4,2,3,2,5,3,5,4,5,3,4,3,3,4,4,4,26,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",5,5,5,"Male",19.06584,34,14,19,15,6,11,6,8,8,5,5,3
10974051,4,5,7,2,4,2,5,1,7,6,5,5,5,3,3,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,73,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",0,3,3,"Female",-27.93416,38,23,27,6,9,13,2,5,7,5,7,3
11025933,4,3,4,2,5,3,3,2,3,1,3,3,4,3,2,3,3,2,2,2,4,3,3,3,2,3,3,3,4,3,25,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",2,4,4,"Male",20.06584,20,17,19,10,8,9,6,11,7,3,7,3
11041468,4,7,7,5,4,2,4,2,6,4,4,4,4,2,3,4,5,4,4,3,4,4,3,5,4,3,5,3,4,2,26,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,8,7,"Male",19.06584,26,22,22,18,9,12,6,7,4,8,8,3
11043675,4,3,7,2,3,4,4,1,3,5,4,4,4,5,3,4,4,2,4,3,5,4,2,3,4,3,4,4,4,4,28,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,6,5,"Female",17.06584,28,20,24,14,7,13,6,5,8,7,3,4
11070430,3,2,5,2,5,5,3,5,5,3,4,4,5,4,3,4,4,3,3,3,5,4,3,3,3,3,4,2,4,3,36,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",2,2,4,"Female",9.0658398,24,21,23,8,5,7,4,9,8,4,NA,2
11310889,3,4,4,3,6,2,5,1,7,7,1,3,5,3,2,5,2,2,1,5,3,5,1,4,2,2,5,2,5,2,69,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",7,8,8,"Female",-23.93416,16,22,20,23,8,10,3,6,8,8,1,3
11407309,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,68,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,5,5,"Male",-22.93416,40,25,30,10,11,11,3,7,7,8,10,3
11899483,3,6,6,5,5,5,5,2,5,4,4,3,4,3,3,4,4,4,3,3,5,3,3,4,4,3,4,2,3,4,48,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",1,2,2,"Female",-2.93416,26,21,19,5,5,11,7,8,6,8,2,3
12004422,4,2,7,2,5,3,5,1,7,4,2,4,3,4,3,4,4,4,2,3,4,3,2,2,2,3,3,3,3,2,22,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",8,6,6,"Female",23.06584,19,16,21,20,8,13,2,8,10,8,3,2
12160270,7,3,4,2,5,2,5,4,6,1,5,4,4,4,3,3,4,5,4,4,3,5,1,4,4,5,4,1,3,3,52,"Nordjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",3,4,4,"Male",-6.9341602,25,18,25,11,12,7,3,11,9,5,6,2
12185354,5,3,4,4,5,4,6,2,6,4,4,4,4,3,4,2,4,4,3,3,4,4,3,3,4,4,4,4,4,4,63,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,3,3,"Female",-17.93416,29,17,23,6,8,9,5,8,10,5,3,2
12323530,5,3,5,2,5,5,5,2,5,4,4,4,3,4,2,2,4,2,4,4,3,4,4,2,4,3,2,2,4,4,63,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,5,6,"Male",-17.93416,28,12,23,15,7,10,4,8,9,5,2,1
12337445,7,5,6,4,6,4,7,4,4,2,4,4,3,4,3,3,4,3,4,3,4,3,3,3,3,3,4,2,4,3,27,"Midtjylland","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",NA,NA,NA,"Female",18.06584,25,17,22,NA,10,9,7,11,9,9,7,4
12472353,4,1,3,3,3,7,6,4,4,6,2,3,4,4,4,3,3,4,4,4,3,3,5,3,4,3,4,4,3,4,24,"Syddanmark","Grund-/folkeskole","Udenfor bymæssig bebyggelse – landområde",8,8,8,"Male",21.06584,31,17,19,24,4,6,6,4,12,6,6,3
12509148,5,5,7,4,6,6,7,3,7,5,3,3,5,4,4,2,4,3,4,3,4,4,4,4,4,3,5,3,5,3,68,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",10,10,10,"Male",-22.93416,28,20,23,30,6,11,4,8,9,8,4,5
12525654,5,5,1,3,3,5,5,7,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,63,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,5,5,"Female",-17.93416,24,15,18,15,7,1,5,8,7,5,3,4
12547173,3,3,6,2,4,5,5,2,4,2,4,3,3,3,3,3,3,3,1,2,5,2,2,2,3,3,4,2,2,2,56,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",1,5,6,"Female",-10.93416,19,17,16,12,5,11,5,9,9,6,NA,3
12640895,4,4,3,4,4,3,4,4,4,4,2,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,3,37,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",1,1,1,"Male",8.0658398,20,13,15,3,8,6,7,7,7,6,0,NA
12644220,6,4,7,2,5,2,6,2,6,6,3,3,4,3,3,4,4,5,4,3,4,4,4,4,5,4,4,3,5,4,49,"Sjælland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",2,2,6,"Male",-3.93416,29,20,23,10,11,12,3,6,9,5,7,3
12647457,3,3,7,1,3,5,7,1,7,3,5,3,3,5,4,1,2,2,5,2,4,2,5,3,5,2,2,5,2,5,35,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",2,6,10,"Male",10.06584,36,13,16,18,5,13,1,7,11,6,8,3
12686834,3,3,6,4,6,4,6,4,4,7,5,4,3,3,2,3,3,4,5,2,5,3,5,3,4,1,3,3,4,3,49,"Sjælland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",7,8,2,"Male",-3.93416,29,17,18,17,6,9,7,6,10,8,3,3
12705602,5,5,6,2,6,3,5,3,5,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3,50,"Syddanmark","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Bymæssig bebyggelse 10.000-49.999 indbyggere",5,4,8,"Male",-4.9341602,26,18,22,17,9,10,4,9,7,8,7,2
12727753,5,6,6,6,6,6,6,6,5,6,3,5,5,3,1,3,3,5,3,3,5,5,1,3,3,4,3,1,5,3,58,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,5,8,"Female",-12.93416,18,19,25,13,6,7,8,7,7,3,9,4
12736400,1,4,4,1,4,4,4,5,5,5,5,5,5,5,5,1,3,1,5,5,5,5,5,1,5,5,5,5,5,5,24,"Sjælland","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",NA,4,7,"Female",21.06584,40,17,28,NA,4,6,3,6,7,0,NA,3
12775082,4,5,6,3,5,4,6,6,6,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,3,3,4,4,23,"Hovedstaden","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Hovedstadsområdet",2,6,5,"Male",22.06584,25,16,20,13,7,7,4,10,8,10,0,4
12796623,3,6,6,4,6,4,7,5,5,3,2,1,4,1,5,5,3,5,3,3,5,3,3,5,2,4,3,5,4,3,23,"Syddanmark","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,2,1,"Female",22.06584,26,22,16,3,6,8,6,10,8,4,10,4
12799080,6,4,5,4,5,4,6,3,5,3,5,4,4,4,4,3,5,4,5,3,5,4,5,3,3,4,4,3,5,4,28,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",7,7,6,"Female",17.06584,32,19,26,20,9,9,6,9,9,8,3,3
12802238,7,7,6,4,6,4,5,4,4,4,3,3,4,4,2,4,3,4,2,2,4,4,2,2,2,3,4,2,4,2,26,"Midtjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",2,7,5,"Male",19.06584,17,18,21,14,10,9,7,9,5,5,9,3
12854722,3,3,4,4,4,3,5,4,2,1,3,2,3,4,3,2,2,3,2,3,4,2,2,2,3,3,4,4,3,2,44,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",2,0,2,"Male",1.06584,22,15,16,4,7,7,9,10,9,7,NA,3
12861438,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,2,3,3,3,3,3,4,3,3,4,4,43,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",7,7,7,"Male",2.06584,26,15,21,21,7,7,7,7,7,6,8,3
12883741,4,5,5,3,6,2,4,5,4,2,2,4,4,3,3,2,4,2,3,3,5,4,4,4,4,3,4,3,5,4,24,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,5,"Female",21.06584,26,19,23,15,9,7,6,11,6,7,6,3
12913590,5,4,6,4,3,3,4,2,5,4,3,3,3,3,2,3,3,4,3,3,4,4,3,2,4,4,2,2,3,3,23,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,6,6,"Female",22.06584,23,14,20,17,9,11,6,6,7,6,7,2
12947402,6,4,5,3,5,2,5,3,5,4,2,2,4,3,2,4,4,3,2,2,4,4,2,4,3,3,4,3,4,4,51,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Udenfor bymæssig bebyggelse – landområde",4,5,6,"Female",-5.9341602,20,20,20,15,11,9,5,8,8,6,10,2
12970554,2,6,4,7,7,6,4,1,1,7,3,1,2,4,2,2,2,5,1,1,4,3,1,2,3,3,4,2,3,1,26,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 10.000-49.999 indbyggere",NA,0,2,"Female",19.06584,14,14,16,NA,3,10,13,7,5,9,6,3
12983912,6,7,4,3,6,1,5,1,3,4,2,3,5,3,5,5,5,5,2,2,5,5,3,5,3,5,5,3,5,5,51,"Hovedstaden","Kort videregående uddannelse under 3 år","Hovedstadsområdet",3,4,6,"Male",-5.9341602,25,25,26,13,12,10,7,9,5,2,6,3
12986098,4,6,6,5,7,5,7,4,3,1,4,1,2,5,5,1,2,1,2,3,2,2,1,1,1,2,2,1,3,2,21,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",5,5,6,"Female",24.06584,19,8,15,16,6,9,9,13,8,8,5,3
13003261,6,6,5,3,5,2,6,2,2,2,2,3,3,4,3,2,5,4,3,1,3,4,2,2,4,4,4,3,5,4,60,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,7,7,"Female",-14.93416,22,14,25,17,11,10,8,10,7,7,4,3
13031262,3,4,4,5,2,7,7,1,5,1,5,3,5,4,3,5,1,3,1,1,5,3,1,1,5,5,3,4,1,1,36,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",0,0,0,"Female",9.0658398,21,19,17,0,3,10,7,8,10,10,NA,2
13106765,3,3,4,5,4,4,5,2,5,5,4,4,3,4,3,3,4,3,4,3,5,4,4,2,3,4,4,3,4,3,59,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,3,5,"Male",-13.93416,27,17,24,8,6,9,7,6,9,7,7,3
13115906,6,6,7,3,3,1,7,3,5,6,3,2,4,2,2,5,3,5,1,2,4,3,2,4,2,4,5,2,4,2,46,"Sjælland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",1,5,6,"Female",-0.93415999,16,22,18,12,12,11,5,4,8,6,9,4
13149948,5,6,5,3,5,2,5,1,4,2,2,4,4,3,3,4,4,3,4,2,4,4,2,3,3,3,4,2,3,4,23,"Midtjylland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Bymæssig bebyggelse 50.000-100.000 indbyggere",5,7,7,"Female",22.06584,22,19,21,19,10,11,6,10,6,8,3,3
13153419,3,5,4,5,4,6,4,5,5,4,4,2,4,2,3,3,3,4,2,2,3,2,2,4,3,3,4,4,2,2,60,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",NA,4,7,"Male",-14.93416,22,18,14,NA,4,6,7,7,6,3,6,3
13156475,6,4,7,1,7,3,2,4,7,1,3,2,2,4,3,1,2,4,5,2,3,2,3,2,4,3,3,4,2,1,21,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",0,3,8,"Male",24.06584,25,11,15,11,10,10,1,13,5,6,4,5
13159162,5,6,5,1,4,1,5,1,5,5,4,4,3,2,2,3,4,4,4,3,4,4,3,2,2,4,4,2,4,4,55,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",1,2,2,"Female",-9.9341602,24,16,22,5,11,11,3,6,6,2,8,3
13164618,6,4,6,1,6,1,6,2,6,6,2,3,4,3,2,3,3,3,3,3,4,3,4,2,3,2,3,1,4,2,53,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,5,6,"Female",-7.9341602,20,16,18,16,12,11,2,7,9,8,3,2
13171748,5,5,7,2,4,5,7,1,5,3,5,5,4,3,5,3,5,3,5,2,4,3,5,2,5,4,3,4,4,5,54,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",4,7,7,"Male",-8.9341602,36,16,24,18,7,13,4,8,9,7,7,3
13172524,6,6,7,3,6,1,7,5,7,2,3,3,4,4,2,4,4,3,2,4,4,4,3,4,2,4,3,3,3,2,54,"Sjælland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",2,2,5,"Female",-8.9341602,21,19,22,9,12,9,3,11,8,5,NA,3
13174479,5,7,7,2,7,3,7,1,7,1,4,4,5,5,3,5,4,3,3,3,4,5,3,3,3,4,3,1,5,4,63,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",2,8,8,"Male",-17.93416,24,20,27,18,9,13,2,13,7,9,5,5
13176680,3,6,6,2,6,3,5,1,6,1,5,3,5,5,2,5,5,3,3,5,5,5,5,1,4,4,5,5,5,3,43,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",1,1,2,"Male",2.06584,32,21,27,4,7,12,3,12,6,5,5,4
13213488,7,3,5,4,6,5,6,2,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,58,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,6,7,"Male",-12.93416,31,20,24,18,9,10,6,9,10,7,NA,2
13213641,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,55,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,3,5,"Male",-9.9341602,24,16,18,8,7,7,7,7,7,1,NA,1
13222457,2,2,6,2,6,5,6,2,6,2,1,1,5,1,2,5,2,1,1,1,5,2,1,4,1,1,5,1,3,2,64,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",1,8,8,"Male",-18.93416,10,24,10,17,4,11,3,11,11,3,1,2
13224099,5,6,6,2,5,4,4,2,5,5,3,3,4,2,2,4,4,2,3,2,4,4,2,4,2,4,4,2,4,3,48,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,7,9,"Female",-2.93416,19,20,21,21,8,11,4,7,5,7,3,4
13230071,5,6,7,3,4,5,7,1,6,5,4,4,4,4,2,4,4,2,3,4,4,3,3,3,4,3,4,3,3,5,23,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",5,5,6,"Female",22.06584,28,19,21,16,7,13,4,6,8,5,NA,3
13281932,4,6,6,2,4,4,6,5,6,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,3,44,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",1,4,7,"Male",1.06584,24,16,19,12,7,8,3,7,7,8,6,2
