"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","inputstate","region","education","urban","ideology","trust_fed","trust_nat","trust_loc","soc_trust","sex","concealing","tolerating","adjusting","trust_index","salience","age_mean","extraversion","agreeableness","conscientiousness","neuroticism","openness"
42872159,1,5,5,3,4,6,2,4,4,3,4,4,4,2,5,2,4,4,5,3,3,2,4,4,3,3,2,4,2,4,42,"Tennessee","Midwest","Post-grad","City",10,0,7,2,5,"Female",32,15,21,9,4,4.5879502,2,4,8,6,8
42894857,5,4,5,3,6,2,2,2,3,6,2,3,3,3,2,3,2,4,3,2,4,4,3,3,3,3,3,3,4,2,26,"Oklahoma","Midwest","Post-grad","City",NA,NA,NA,NA,5,"Male",20,16,23,NA,1,20.58795,10,5,10,7,7
42949488,3,1,5,1,4,6,5,1,7,5,4,5,3,3,4,2,5,5,4,3,5,5,4,4,4,5,2,3,5,4,36,"Massachusetts","Northeast","Some college","Town",10,0,0,6,3,"Male",30,16,33,6,4,10.58795,4,11,11,1,6
42954360,5,5,6,6,3,3,5,1,3,2,2,3,3,3,2,4,3,2,2,2,4,2,2,2,3,3,4,3,3,3,51,"Indiana","South","4-year","Suburb",NA,8,1,2,3,"Male",19,17,19,11,1,-4.4120498,9,7,12,10,8
42964142,3,4,5,3,4,6,4,3,4,5,2,3,3,2,2,3,2,1,2,2,3,2,2,2,3,2,3,1,2,2,40,"California","West","Some college","City",8,3,4,5,7,"Male",16,14,14,12,2,6.5879502,4,7,9,6,6
42995269,2,3,7,6,7,6,3,2,4,3,4,2,2,2,4,1,2,2,3,4,4,1,3,2,4,1,4,1,1,4,25,"North Carolina","Midwest","Some college","City",6,0,7,3,3,"Female",27,13,11,10,3,21.58795,3,7,12,9,11
43002149,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,4,1,3,3,4,4,4,4,4,5,3,3,4,58,"California","West","Post-grad","City",4,5,5,5,5,"Female",27,19,27,15,1,-11.41205,7,7,7,7,7
43014210,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,56,"Missouri","South","4-year","Suburb",5,5,5,5,NA,"Male",24,15,21,15,3,-9.4120502,7,7,7,7,7
43039074,5,3,5,2,5,4,6,2,6,4,1,1,5,3,4,4,5,4,2,2,4,5,4,5,2,5,3,2,5,3,50,"Washington","West","Some college","Suburb",7,0,2,7,9,"Female",20,21,28,9,4,-3.41205,8,10,10,3,8
43073548,5,2,6,3,6,4,5,2,4,3,1,4,5,5,3,4,2,3,4,3,5,3,2,4,4,4,2,3,4,4,71,"Texas","Midwest","Some college","Suburb",5,0,0,0,3,"Male",24,20,25,0,2,-24.41205,8,10,11,6,10
43076861,1,1,2,1,4,7,6,6,6,3,3,3,4,4,4,3,4,3,4,4,5,3,3,4,4,3,4,4,3,4,40,"North Carolina","Midwest","Some college","Suburb",8,0,2,5,8,"Male",30,20,23,7,2,6.5879502,1,12,3,2,8
43086851,2,5,5,5,4,5,6,3,4,3,1,3,4,4,4,3,2,3,2,1,4,2,1,4,2,4,4,2,3,4,31,"Massachusetts","Northeast","4-year","City",0,3,6,2,7,"Male",17,19,21,11,4,15.58795,4,8,9,8,8
43088590,3,2,6,3,5,6,6,2,6,2,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,54,"Arizona","West","Post-grad","City",2,7,9,9,7,"Male",32,20,25,25,2,-7.4120498,4,11,11,4,10
43091116,4,4,4,1,6,6,4,3,7,2,5,4,3,4,3,1,5,5,5,4,3,5,2,3,5,5,2,3,5,5,38,"Idaho","West","4-year","Town",6,1,6,7,5,"Female",32,12,33,14,4,8.5879498,5,7,8,1,11
43100054,5,3,6,5,6,5,6,1,6,2,4,4,4,3,4,2,4,4,4,2,4,3,2,4,3,4,2,2,3,4,26,"California","West","High school graduate","Suburb",9,9,8,8,3,"Female",25,16,25,25,2,20.58795,7,10,12,6,11
43109847,6,5,6,3,4,1,5,1,4,2,1,3,4,4,2,4,3,4,1,4,4,4,3,4,2,4,5,2,4,2,68,"Texas","Midwest","2-year","Suburb",9,1,8,8,8,"Female",17,21,26,17,3,-21.41205,12,7,12,6,9
43111568,1,5,5,7,4,7,4,6,3,3,2,1,2,2,3,3,1,1,3,2,4,1,2,1,3,1,4,2,1,2,18,"California","West","No HS","Suburb",2,4,4,4,6,"Male",19,14,8,12,2,28.58795,1,6,6,11,8
43120312,4,2,6,1,6,2,7,4,6,1,3,4,5,3,2,2,4,3,2,2,3,4,2,4,5,5,3,1,4,4,60,"Florida","Midwest","Some college","Suburb",8,0,9,10,2,"Male",21,17,27,19,3,-13.41205,9,12,9,2,12
43126863,2,5,4,1,3,5,4,3,6,2,4,4,3,2,4,2,3,3,4,4,4,3,4,4,4,2,2,3,3,4,52,"Texas","Midwest","Some college","City",10,2,6,1,2,"Female",31,15,20,9,4,-5.4120498,4,6,8,2,8
43127824,5,3,7,4,5,2,5,1,5,5,3,3,3,3,3,1,2,2,4,3,4,3,4,3,3,1,4,3,3,3,56,"Pennsylvania","Northeast","2-year","Suburb",NA,6,3,8,5,"Male",26,15,17,17,2,-9.4120502,10,9,13,6,7
43148735,1,1,6,1,4,6,4,2,6,2,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,67,"California","West","Post-grad","City",10,0,0,5,3,"Female",28,20,25,5,4,-20.41205,2,10,11,2,9
43153534,4,2,6,2,5,5,6,2,5,4,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,28,"Michigan","South","Some college","City",8,3,3,3,6,"Male",22,15,20,9,2,18.58795,6,11,11,4,8
43160936,4,2,6,1,7,3,6,1,5,1,4,4,3,5,4,3,2,3,3,2,4,2,3,3,3,3,4,2,3,4,64,"Kansas","South","Post-grad","Rural area",2,2,0,5,5,"Male",25,17,22,7,3,-17.41205,8,11,12,3,13
43169319,4,3,5,2,6,2,4,4,5,2,3,4,4,3,2,4,2,4,1,5,3,2,1,4,2,3,3,4,3,4,49,"Ohio","South","Some college","Rural area",5,0,0,0,3,"Male",22,18,21,0,2,-2.41205,9,8,8,4,11
43184247,3,3,6,2,3,6,5,2,7,4,4,4,4,3,4,3,4,2,4,3,4,4,4,4,4,4,3,2,4,3,66,"Washington","West","4-year","Rural area",10,1,2,5,3,"Male",28,18,25,8,4,-19.41205,4,9,11,2,6
43213689,6,2,6,2,6,2,6,7,6,2,5,5,5,5,3,3,5,4,4,4,5,5,5,5,4,5,5,3,5,5,62,"Iowa","South","High school graduate","Town",6,0,7,9,9,"Male",33,23,34,16,2,-15.41205,11,11,6,3,11
43268325,6,2,6,2,7,1,5,6,6,6,3,4,4,3,3,2,3,4,2,3,3,3,3,4,2,4,4,2,3,4,63,"Missouri","South","Post-grad","Rural area",9,0,7,10,1,"Female",22,17,24,17,4,-16.41205,12,10,7,3,8
43307083,5,1,6,1,5,3,6,1,6,4,4,5,5,5,4,3,5,4,4,4,3,5,4,5,5,5,3,4,5,5,29,"Colorado","West","4-year","Rural area",5,0,1,2,4,"Female",34,19,34,3,2,17.58795,9,12,12,2,8
43312307,6,6,6,7,6,7,7,6,7,7,4,4,4,4,1,5,3,4,4,4,3,4,5,4,4,4,4,1,4,3,47,"Georgia","Midwest","Some college","Suburb",10,10,9,10,10,"Male",26,20,27,29,3,-0.41205001,6,8,7,7,6
43315834,4,4,4,4,4,4,4,4,4,4,2,1,3,3,4,4,1,3,1,1,5,2,1,2,1,3,5,2,1,2,60,"Florida","Midwest","High school graduate","City",5,5,5,5,7,"Female",14,19,14,15,2,-13.41205,7,7,7,7,7
43321021,1,4,7,4,1,6,4,1,4,6,2,4,3,3,3,4,3,1,3,1,5,2,3,3,3,3,3,1,2,2,58,"South Carolina","Midwest","High school graduate","Rural area",5,0,0,0,0,"Male",18,18,18,0,3,-11.41205,2,7,13,7,2
43371644,2,1,6,2,4,6,6,1,6,3,5,3,3,4,4,3,3,2,5,3,4,2,4,4,4,4,4,4,2,2,49,"New Jersey","Northeast","High school graduate","Suburb",5,0,0,1,0,"Male",31,18,20,1,2,-2.41205,3,12,12,3,8
43377603,5,3,5,2,4,4,4,1,4,2,2,4,2,4,3,3,5,5,3,3,5,4,3,2,3,3,2,1,4,4,60,"Hawaii","West","High school graduate","Town",2,3,7,7,6,"Female",22,14,29,17,3,-13.41205,8,8,11,5,9
43429797,4,4,3,4,7,3,5,5,4,3,3,3,5,4,4,3,3,3,4,2,4,2,3,4,3,2,4,1,3,2,63,"Kansas","South","High school graduate","City",5,0,0,0,3,"Female",22,20,20,0,2,-16.41205,8,8,5,7,11
43429859,4,4,6,1,6,5,6,1,5,2,3,5,3,5,2,2,4,3,3,5,1,5,4,5,4,5,4,1,5,5,58,"Georgia","Midwest","4-year","Suburb",2,0,0,0,2,"Female",27,15,32,0,4,-11.41205,6,9,12,3,11
43512321,3,2,6,2,3,5,6,2,6,6,3,4,4,3,3,1,4,2,4,3,4,3,3,3,4,2,4,2,2,4,73,"Massachusetts","Northeast","Some college","Town",7,3,6,8,6,"Female",26,16,20,17,2,-26.41205,5,11,11,3,4
43586565,1,1,7,1,1,1,7,1,7,1,5,5,5,5,1,1,5,5,1,5,1,5,1,4,1,5,2,1,5,5,64,"Ohio","South","2-year","Suburb",5,1,4,4,6,"Male",20,13,35,9,2,-17.41205,7,13,13,1,7
43614512,5,2,3,4,4,5,6,6,3,1,2,2,4,3,2,1,3,3,2,2,4,2,3,3,2,3,4,4,2,3,51,"Florida","Midwest","Some college","Rural area",1,7,2,2,5,"Male",20,16,18,11,4,-4.4120498,7,11,4,8,10
43615081,3,4,7,2,4,6,6,4,3,5,1,2,4,3,3,5,2,2,3,4,4,2,2,3,2,1,5,3,3,3,53,"Alabama","Midwest","4-year","City",3,4,4,4,6,"Male",21,21,15,12,2,-6.4120498,4,9,10,6,6
43620979,5,3,5,2,7,2,6,3,5,1,1,4,4,4,2,4,4,5,2,2,4,5,2,4,2,3,5,3,5,5,46,"Arizona","West","Some college","Suburb",5,1,2,0,0,"Female",19,21,30,3,2,0.58794999,10,10,9,4,13
43636659,4,2,6,2,6,4,5,2,6,2,4,4,4,4,1,4,4,4,3,4,5,5,3,4,5,4,4,4,5,4,44,"Florida","Midwest","Post-grad","Suburb",5,5,5,5,5,"Female",28,21,30,15,2,2.58795,7,10,11,3,11
43648802,2,4,3,4,3,3,4,5,4,4,2,3,3,2,2,3,3,2,2,3,2,3,3,3,2,3,2,2,3,3,39,"Texas","Midwest","High school graduate","Town",5,0,0,1,5,"Male",19,13,19,1,2,7.5879502,6,7,5,7,6
43658120,5,2,7,4,7,7,6,3,7,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,37,"Florida","Midwest","Some college","Suburb",6,5,5,5,5,"Female",8,6,9,15,1,9.5879498,5,11,11,4,13
43680921,4,4,5,4,3,5,5,5,4,4,3,2,3,2,2,3,2,3,3,2,3,2,2,2,3,2,3,3,2,2,67,"Mississippi","Midwest","High school graduate","Town",NA,0,0,0,NA,"Male",20,14,15,0,NA,-20.41205,6,8,7,7,6
43698964,2,1,7,7,4,7,7,2,7,5,5,4,4,3,4,5,4,2,3,5,4,2,3,1,1,4,5,3,4,1,58,"Tennessee","Midwest","2-year","Suburb",10,3,8,7,8,"Female",25,19,23,18,4,-11.41205,2,13,12,7,6
43723200,4,2,5,3,6,4,6,4,7,1,3,5,4,5,3,3,4,3,3,3,4,4,3,4,4,5,2,3,5,4,42,"New York","Northeast","High school graduate","Suburb",6,0,1,2,7,"Male",26,17,31,3,3,4.5879502,7,11,8,3,12
43770262,2,2,7,1,4,6,5,1,7,5,5,5,3,2,5,1,4,5,5,5,3,4,4,3,5,4,2,2,3,5,56,"Wisconsin","South","4-year","Rural area",10,0,6,4,3,"Female",36,12,27,10,4,-9.4120502,3,10,13,1,6
43777690,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,"Mississippi","Midwest","Some college","City",5,3,3,0,0,"Male",24,15,21,6,3,11.58795,7,7,7,7,7
43782307,4,4,4,3,6,5,4,3,3,2,3,3,4,2,2,2,2,2,3,3,5,2,2,3,4,2,4,3,2,3,27,"Ohio","South","4-year","Town",NA,0,0,5,5,"Male",23,18,15,5,3,19.58795,6,7,8,7,11
43813021,4,3,7,3,6,4,5,1,6,2,4,4,3,4,2,4,3,4,3,3,4,3,3,4,4,4,2,3,3,3,63,"Illinois","South","4-year","Suburb",10,0,0,8,2,"Female",25,17,25,8,3,-16.41205,7,9,13,4,11
43815722,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,48,"New York","Northeast","High school graduate","Rural area",NA,5,5,5,NA,"Male",24,15,21,15,1,-1.41205,7,7,7,7,7
43850042,4,5,4,2,3,4,4,1,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,66,"Pennsylvania","Northeast","4-year","City",10,0,0,0,0,"Female",25,15,22,0,3,-19.41205,7,6,10,6,7
43871365,3,1,6,7,3,7,5,1,1,7,1,1,1,1,5,1,1,1,5,5,4,1,1,1,5,1,4,5,5,5,41,"North Carolina","Midwest","High school graduate","Rural area",NA,0,0,0,0,"Female",32,11,11,0,2,5.5879502,3,11,12,13,3
43921016,4,1,7,4,1,7,7,1,6,1,4,3,4,3,4,4,4,1,1,1,4,4,3,3,1,4,4,3,3,4,70,"Georgia","Midwest","High school graduate","City",6,0,5,5,0,"Male",21,19,22,10,2,-23.41205,4,13,13,5,7
43921401,4,2,4,6,7,7,7,5,6,2,5,2,4,4,5,2,1,1,2,5,3,2,5,3,3,5,5,1,2,4,59,"Maryland","Midwest","High school graduate","Suburb",0,4,5,6,7,"Female",30,17,17,15,3,-12.41205,4,12,6,7,12
43927318,1,1,7,1,4,7,7,1,1,1,5,5,3,5,5,1,3,4,5,3,4,5,2,2,4,5,2,2,5,5,50,"Virginia","Midwest","High school graduate","City",NA,NA,NA,NA,10,"Male",31,12,32,NA,0,-3.41205,1,13,13,7,10
43931190,3,4,5,5,6,6,6,4,5,1,2,2,2,3,1,1,2,1,1,2,3,2,3,3,3,2,4,1,3,3,25,"Texas","Midwest","Post-grad","Suburb",2,2,0,4,5,"Male",16,13,15,6,4,21.58795,4,9,8,7,12
43948879,5,3,6,2,3,3,3,2,5,4,4,4,3,3,4,4,4,4,4,4,4,2,4,3,4,2,3,3,2,4,60,"Pennsylvania","Northeast","4-year","Rural area",8,0,2,4,3,"Female",31,17,21,6,2,-13.41205,9,7,11,4,6
43969352,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,"New York","Northeast","4-year","City",7,6,7,7,7,"Male",24,15,21,20,2,11.58795,7,7,7,7,7
44025211,4,5,5,3,5,4,4,2,4,2,3,3,4,4,4,3,3,4,5,3,4,3,3,3,4,4,3,4,3,4,39,"Texas","Midwest","Some college","Other",10,2,7,0,2,"Female",30,17,24,9,4,7.5879502,7,6,10,6,10
44045084,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,"Georgia","Midwest","2-year","City",10,10,10,10,10,"Male",40,25,35,30,4,6.5879502,7,7,7,7,7
44069184,7,1,7,1,7,1,7,1,7,1,4,4,5,4,1,3,4,3,2,1,4,5,3,4,4,4,4,1,4,5,36,"California","West","2-year","City",6,9,9,9,8,"Male",21,20,28,27,4,10.58795,13,13,13,1,13
44109739,4,7,7,1,7,7,7,1,7,1,5,5,5,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,1,43,"Arkansas","Midwest","High school graduate","Suburb",0,10,0,5,0,"Female",35,23,34,15,4,3.58795,4,7,13,1,13
44138919,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,"New York","Northeast","Some college","City",6,7,7,7,8,"Male",32,20,28,21,2,12.58795,7,7,7,7,7
44166422,4,1,6,1,3,5,6,1,6,2,1,4,4,4,4,1,4,4,4,4,4,4,2,4,4,4,3,3,4,3,71,"Oregon","West","Some college","Town",8,1,3,1,6,"Female",25,16,28,5,3,-24.41205,6,12,12,2,8
44197938,3,2,7,1,5,5,6,1,6,2,1,3,3,4,3,2,4,3,2,3,4,4,3,4,3,4,4,1,4,2,62,"Virginia","Midwest","2-year","City",9,2,3,4,8,"Male",18,17,26,9,3,-15.41205,5,11,13,2,10
44262084,1,7,1,7,2,1,6,1,1,7,5,4,5,3,5,1,2,5,5,5,4,5,5,4,5,5,4,1,4,5,63,"Florida","Midwest","High school graduate","City",8,1,7,9,6,"Female",36,18,28,17,4,-16.41205,7,6,7,13,2
44263159,5,3,5,4,5,7,7,4,6,1,5,4,5,5,5,3,4,4,5,4,4,4,5,4,5,5,4,5,5,5,36,"Ohio","South","Some college","City",NA,NA,NA,NA,6,"Male",39,20,31,NA,1,10.58795,5,11,8,5,11
44302745,5,2,7,2,3,4,5,1,6,3,4,5,4,4,4,2,4,2,4,4,4,4,3,2,4,4,2,3,4,4,58,"Pennsylvania","Northeast","Some college","Town",8,2,5,4,4,"Female",30,14,27,11,3,-11.41205,8,10,13,3,7
44307514,2,5,7,4,7,5,5,2,6,1,5,5,5,1,3,3,5,5,4,4,5,5,4,5,5,5,3,4,5,4,50,"Florida","Midwest","Post-grad","City",10,2,8,7,5,"Female",33,21,31,17,3,-3.41205,4,7,12,5,13
44316473,4,2,6,2,4,4,6,2,6,2,3,4,3,3,2,2,3,3,3,3,4,3,2,3,3,4,3,3,3,3,66,"Texas","Midwest","4-year","Rural area",10,0,7,3,0,"Male",22,15,23,10,3,-19.41205,7,11,11,3,9
44324297,3,1,7,3,6,7,7,1,6,4,5,3,4,3,5,2,4,1,5,4,4,4,4,4,4,4,5,4,4,4,47,"Maryland","Midwest","High school graduate","Suburb",6,0,1,2,5,"Female",35,19,23,3,3,-0.41205001,3,13,13,4,9
44342471,6,6,6,1,7,1,5,4,6,1,4,4,5,3,1,3,4,4,4,4,4,5,4,4,4,4,4,3,5,4,49,"Missouri","South","Some college","City",3,1,6,8,7,"Female",28,20,29,15,3,-2.41205,12,6,9,2,13
44413889,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,"Texas","Midwest","2-year","Town",NA,5,5,5,NA,"Male",24,15,21,15,NA,11.58795,7,7,7,7,7
44431159,4,2,7,4,2,6,4,4,4,1,2,2,3,2,4,3,2,2,3,4,4,2,3,3,3,2,4,3,2,4,66,"Wyoming","West","4-year","City",7,1,6,8,3,"Female",26,17,14,15,3,-19.41205,5,9,10,7,8
44468966,2,2,3,3,4,2,2,3,4,5,3,1,2,3,1,2,4,4,1,2,3,2,1,2,2,4,2,1,3,3,61,"Georgia","Midwest","4-year","Rural area",5,8,0,0,6,"Male",14,11,21,8,3,-14.41205,7,7,7,6,6
44472044,4,3,6,3,7,7,6,2,5,2,4,4,5,4,3,3,4,4,4,4,5,4,5,4,4,5,4,4,4,5,69,"North Carolina","Midwest","4-year","Suburb",3,5,1,6,7,"Male",33,21,29,12,2,-22.41205,4,10,11,5,12
44535253,1,7,1,1,5,4,5,1,3,3,2,4,4,2,4,3,4,5,3,4,5,3,3,4,4,5,5,2,3,4,64,"Pennsylvania","Northeast","High school graduate","Town",NA,0,0,1,6,"Female",26,21,26,1,2,-17.41205,4,5,7,5,9
44544813,3,2,6,2,4,4,4,2,5,2,3,3,4,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2,3,3,67,"Minnesota","South","2-year","Rural area",10,0,3,5,7,"Female",22,17,21,8,4,-20.41205,6,9,11,4,9
44550069,4,1,7,1,6,5,7,1,7,4,2,3,4,4,2,3,3,4,2,2,4,2,2,2,3,4,4,3,3,2,54,"Georgia","Midwest","Some college","Town",10,0,3,3,2,"Male",18,17,23,6,2,-7.4120498,6,13,13,1,9
44571732,2,6,7,6,1,3,6,1,4,1,4,4,2,1,3,1,2,3,4,4,5,2,3,3,3,2,4,1,2,2,63,"Iowa","South","High school graduate","City",4,0,0,0,9,"Female",24,15,16,0,4,-16.41205,6,7,13,9,7
44645318,4,5,7,5,6,3,7,1,4,2,3,2,2,2,2,3,3,3,3,2,5,3,3,2,2,2,1,3,3,2,68,"Arkansas","Midwest","4-year","Rural area",5,1,5,9,0,"Female",20,13,18,15,4,-21.41205,8,9,13,8,11
44647732,4,2,5,3,5,2,3,6,4,4,1,3,3,3,2,2,2,1,3,1,4,4,2,2,1,3,3,1,3,2,73,"Texas","Midwest","2-year","City",8,0,1,3,5,"Female",13,14,19,4,3,-26.41205,9,8,6,6,8
44677087,3,2,4,3,5,6,5,2,5,3,4,4,2,3,4,4,4,3,4,4,4,4,4,4,3,4,4,2,4,3,55,"Washington","West","High school graduate","City",5,2,3,3,5,"Female",28,18,26,8,2,-8.4120502,4,10,9,5,9
44692534,6,4,5,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,"Florida","Midwest","High school graduate","Suburb",NA,NA,NA,NA,NA,"Male",24,15,21,NA,1,23.58795,9,7,8,7,9
44741367,4,2,7,2,4,6,6,2,7,2,3,4,4,5,3,2,5,4,3,4,4,3,3,2,2,3,3,2,3,3,69,"Ohio","South","2-year","Suburb",5,2,5,7,6,"Male",23,15,27,14,3,-22.41205,5,11,12,2,9
44761123,5,2,6,5,5,5,4,2,5,2,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,1,4,4,45,"West Virginia","Midwest","4-year","Rural area",5,0,0,0,1,"Male",30,17,28,0,2,1.58795,7,9,11,7,10
44786133,6,6,3,2,5,2,3,3,2,3,1,3,2,2,1,1,3,3,1,3,3,2,1,2,2,4,1,1,3,2,61,"Massachusetts","Northeast","Some college","Town",10,0,0,5,3,"Male",12,9,20,5,3,-14.41205,11,4,7,7,9
44789432,7,2,6,5,7,4,7,2,2,1,1,2,3,2,2,2,1,1,1,1,2,1,1,2,2,2,3,2,1,3,21,"New York","Northeast","High school graduate","City",0,NA,5,4,6,"Male",13,12,10,NA,4,25.58795,10,12,11,10,13
44795592,1,7,7,1,1,7,1,1,1,7,1,1,1,1,1,5,1,1,5,1,5,1,1,5,1,1,5,1,1,1,40,"Oregon","West","2-year","City",8,0,0,0,0,"Male",12,21,7,0,1,6.5879502,1,1,13,7,1
44872922,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,3,3,3,3,45,"Pennsylvania","Northeast","High school graduate","Rural area",5,4,4,4,3,"Female",22,13,19,12,0,1.58795,7,7,7,7,7
44888214,3,5,5,1,5,6,6,3,6,3,4,3,5,2,5,2,5,3,3,4,2,5,3,4,4,3,4,2,4,5,53,"California","West","2-year","City",6,0,0,8,7,"Female",30,17,25,8,3,-6.4120498,4,8,9,2,9
44924057,5,3,7,4,4,6,7,1,5,5,3,3,2,2,3,2,2,3,2,3,2,3,3,2,3,2,2,1,3,2,58,"Illinois","South","High school graduate","Town",NA,3,3,5,5,"Male",20,10,18,11,2,-11.41205,6,11,13,6,6
45031393,4,4,4,5,3,4,5,5,4,3,2,1,3,3,2,3,3,2,4,2,3,3,3,3,4,2,1,2,2,3,24,"Wisconsin","South","High school graduate","Rural area",NA,5,6,5,5,"Male",22,13,16,16,3,22.58795,7,8,6,8,7
45061990,2,3,4,2,4,6,5,2,5,4,4,4,3,4,4,2,4,3,4,4,3,3,3,3,4,3,3,4,3,4,35,"Massachusetts","Northeast","Post-grad","Suburb",0,2,4,6,6,"Female",31,14,24,12,2,11.58795,3,9,9,4,7
45093333,6,4,5,1,7,2,5,2,7,3,2,3,4,2,2,3,4,4,2,2,3,4,3,3,2,4,4,2,4,2,37,"Iowa","South","Some college","Town",7,2,7,7,6,"Male",17,17,25,16,4,9.5879498,11,8,10,1,11
45093965,3,2,5,3,5,6,7,4,5,3,3,4,3,5,4,2,5,3,5,2,4,4,2,4,4,4,3,1,4,4,28,"Tennessee","Midwest","4-year","City",0,8,6,8,6,"Female",25,16,29,22,4,18.58795,4,12,8,5,9
45095997,2,4,6,2,4,5,2,1,5,3,2,3,5,3,3,4,3,2,1,2,5,2,2,4,3,3,4,1,2,3,67,"South Carolina","Midwest","Post-grad","Suburb",3,6,1,5,7,"Female",17,22,18,12,2,-20.41205,4,5,12,4,8
45097935,5,2,5,3,5,4,6,3,4,2,2,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,2,67,"North Carolina","Midwest","4-year","Rural area",6,5,6,8,3,"Female",19,14,21,19,3,-20.41205,8,11,9,6,10
45113116,5,1,7,1,7,6,6,5,7,6,5,5,5,5,5,2,5,5,5,4,1,5,5,5,5,5,1,5,5,5,24,"Georgia","Midwest","No HS","City",2,0,0,0,2,"Female",39,14,35,0,0,22.58795,6,12,9,1,8
45133803,4,3,5,3,4,4,7,4,6,2,3,4,4,5,4,3,4,3,5,2,4,4,3,4,4,5,4,3,5,4,30,"Ohio","South","2-year","Suburb",4,0,3,7,9,"Male",28,19,30,10,2,16.58795,7,11,8,4,9
45158644,4,6,7,5,3,5,5,2,5,6,1,3,1,2,5,1,5,3,1,1,1,2,1,2,1,2,1,1,2,1,21,"Massachusetts","Northeast","Some college","Suburb",5,2,6,6,8,"Female",12,6,19,14,4,25.58795,6,6,12,7,4
45161602,6,6,6,6,6,6,6,6,5,5,2,3,2,2,3,2,2,3,2,3,3,3,3,4,2,4,2,3,3,4,38,"Texas","Midwest","High school graduate","Rural area",8,7,7,8,6,"Male",22,13,20,22,2,8.5879498,7,7,7,8,8
45172756,1,6,5,5,2,7,4,3,2,1,4,1,3,3,3,3,3,2,3,3,4,3,3,3,1,1,3,3,3,1,32,"Michigan","South","4-year","Suburb",0,0,0,1,0,"Female",21,16,16,1,2,14.58795,1,5,9,10,8
45230140,5,3,6,3,4,2,4,1,5,2,2,5,3,4,3,1,4,3,3,4,3,2,3,3,3,4,3,4,4,4,63,"California","West","4-year","City",5,2,6,8,4,"Female",26,13,26,16,2,-16.41205,10,8,12,5,9
45268563,6,5,6,1,4,3,6,3,5,3,1,3,4,2,4,5,3,3,5,1,5,5,3,3,4,4,5,2,4,5,53,"Minnesota","South","Some college","Suburb",6,7,6,3,7,"Male",25,22,24,16,2,-6.4120498,10,8,10,3,8
45293950,5,2,6,4,5,3,6,4,3,2,3,4,3,3,3,2,3,4,3,3,3,3,3,3,3,2,2,3,2,3,46,"Michigan","South","2-year","City",5,0,3,5,7,"Female",24,13,21,8,2,0.58794999,9,11,9,8,10
45296385,2,4,2,3,1,7,7,2,5,7,2,3,5,2,5,4,1,2,4,2,4,1,5,4,4,4,5,2,1,5,41,"Arizona","West","2-year","City",9,2,8,5,2,"Male",29,22,14,15,3,5.5879502,2,10,7,5,1
45316560,5,3,6,2,6,3,5,1,6,1,4,3,2,3,3,3,1,2,2,1,4,3,3,3,3,3,2,3,2,2,68,"Massachusetts","Northeast","Post-grad","Town",3,8,9,9,5,"Female",21,14,17,26,2,-21.41205,9,9,12,3,12
45347526,5,2,7,2,4,3,6,1,6,2,2,4,4,3,3,4,2,2,2,2,3,3,3,4,2,2,4,3,3,3,74,"Colorado","West","Some college","City",2,1,2,4,5,"Male",20,19,19,7,3,-27.41205,9,11,13,3,9
